Timestamp,Tension,Corriente,totalizado,
2025-06-26T00:01:29.757247,504,-3068,-6708994,9072
2025-06-26T00:01:31.207850,509,-3073,-6712067,9162
2025-06-26T00:01:32.655421,506,-3112,-6715179,9108
2025-06-26T00:01:34.106018,503,-3059,-6718238,9054
2025-06-26T00:01:35.553570,504,-3063,-6721301,9072
2025-06-26T00:01:37.004263,502,-3073,-6724374,9036
2025-06-26T00:01:38.451872,501,-3087,-6727461,9018
2025-06-26T00:01:39.898346,502,-3070,-6730531,9036
2025-06-26T00:01:41.345999,507,-3063,-6733594,9126
2025-06-26T00:01:42.796572,505,-3072,-6736666,9090
2025-06-26T00:01:44.244232,503,-3059,-6739725,9054
2025-06-26T00:01:45.694876,501,-3064,-6742789,9018
2025-06-26T00:01:47.142362,508,-3065,-6745854,9144
2025-06-26T00:01:48.592940,502,-3058,-6748912,9036
2025-06-26T00:01:50.040632,503,-3082,-6751994,9054
2025-06-26T00:01:51.487252,505,-3073,-6755067,9090
2025-06-26T00:01:52.934849,502,-3156,-6758223,9036
2025-06-26T00:01:54.385347,501,-3086,-6761309,9018
2025-06-26T00:01:55.832905,503,-3061,-6764370,9054
2025-06-26T00:01:57.283603,504,-3067,-6767437,9072
2025-06-26T00:01:58.731242,505,-3086,-6770523,9090
2025-06-26T00:02:00.181854,501,-5322,-6775845,9018
2025-06-26T00:02:01.629494,508,-9869,-6785714,9144
2025-06-26T00:02:03.075895,515,-9876,-6795590,9270
2025-06-26T00:02:04.523674,514,-9866,-6805456,9252
2025-06-26T00:02:05.974247,515,-9821,-6815277,9270
2025-06-26T00:02:07.421757,511,-9823,-6825100,9198
2025-06-26T00:02:08.874074,516,-9781,-6834881,9288
2025-06-26T00:02:10.320021,514,-9732,-6844613,9252
2025-06-26T00:02:11.770585,513,-9709,-6854322,9234
2025-06-26T00:02:13.218362,512,-9757,-6864079,9216
2025-06-26T00:02:14.664945,513,-9717,-6873796,9234
2025-06-26T00:02:16.112572,514,-9678,-6883474,9252
2025-06-26T00:02:17.563034,513,-9538,-6893012,9234
2025-06-26T00:02:19.010726,511,-9380,-6902392,9198
2025-06-26T00:02:20.461327,515,-9505,-6911897,9270
2025-06-26T00:02:21.908751,512,-9540,-6921437,9216
2025-06-26T00:02:23.359483,513,-9595,-6931032,9234
2025-06-26T00:02:24.807160,518,-9460,-6940492,9324
2025-06-26T00:02:26.253702,517,-9345,-6949837,9306
2025-06-26T00:02:27.701335,514,-9301,-6959138,9252
2025-06-26T00:02:29.151782,513,-8286,-6967424,9234
2025-06-26T00:02:30.599475,514,-7484,-6974908,9252
2025-06-26T00:02:32.050134,512,-7953,-6982861,9216
